ligand,receptor,median_responder,median_nonresponder,difference
CXCL9,ACKR1,14.345206450469608,6.8181818181818175,7.527024632
CXCL10,ACKR1,9.836065573770492,8.022988505747126,1.8130770680233663
CCL7,ACKR1,16.176470588235293,10.605590062111801,5.570880526123492
CCL11,ACKR1,11.650485436893204,10.101867572156197,1.5486178647370075
CXCL1,CXCR1,12.121212121212121,10.344827586206897,1.7763845350052243
CXCL2,CXCR1,12.985948477751755,10.106382978723403,2.8795654990283523
CXCL3,CXCR1,13.624338624338623,11.361336032388664,2.2630025919499595
CXCL5,CXCR1,17.647058823529413,10.144927536231885,7.502131287297528
CXCL6,CXCR1,14.457831325301203,13.515981735159817,0.9418495901413859
CXCL8,CXCR1,12.686567164179104,10,2.6865671641791042
CXCL1,CXCR2,18,14.596273291925465,3.403726708074535
CXCL2,CXCR2,17.482435597189696,14.18918918918919,3.293246408000506
CXCL3,CXCR2,16.912225705329156,13.314054366685944,3.598171338643212
CXCL5,CXCR2,25,23.14814814814815,1.8518518518518512
CXCL6,CXCR2,21.518987341772153,16.333333333333332,5.185654008438821
CXCL8,CXCR2,17.46031746031746,14.864864864864865,2.5954525954525938
PPBP,CXCR2,24.074074074074073,25.581395348837212,-1.507321275
CXCL9,CXCR3,29.449472096530922,20.855614973262032,8.593857123
CXCL10,CXCR3,21.693121693121693,21.637026903784772,0.056094789336921025
PF4,CXCR3,34.48275862068966,29.804634257155836,4.678124363533822
CXCL12,CXCR4,42.76729559748428,50.97198744264671,-8.204691845
CXCL12,ACKR3,21.73913043478261,22.40143369175627,-0.662303257
CXCL16,CXCR6,16.988165680473372,12.084733109369168,4.903432571104204
MIF,CD74_CXCR4,82.52419817,85.08929393353586,-2.565095761
MIF,CD74_CD44,83.04008850023706,84.42265795206973,-1.382569452
MIF,CD74_CXCR2,78.19958322932156,80.1056338,-1.906050573
MIF,ACKR3,18.38996763754045,19.16265249489502,-0.772684857
CX3CL1,CX3CR1,20.689655172413794,26.190476190476193,-5.500821018
IL2,IL2RA_IL2RB_IL2RG,76.67356287867594,80.70175439,-4.028191507
IL2,IL2RB_IL2RG,67.98679867986797,69.70310391363023,-1.716305234
IL7,IL7R_IL2RG,67.14341693,72.46376811594203,-5.320351188
IL15,IL15RA_IL2RB,68.62745098039215,67.24137931034483,1.386071670047329
CSF2,CSF2RA_CSF2RB,50.689590024560744,61.31682042209023,-10.6272304
IL6,IL6R_IL6ST,52.69395066832024,64.04250559284117,-11.34855492
CLCF1,CNTFR_LIFR,31.32653061,30.057803468208093,1.2687271440368058
LIF,LIFR_IL6ST,46.37681159,55.83486882512942,-9.458057231
OSM,LIFR_IL6ST,49.107142857142854,55.00000000000001,-5.892857143
